,,Unemployment Rate (percent),,,,,,,,,,
FIPS ,Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,Median Household Income (2018),% of State Median HH Income
37175,"Transylvania County, NC",9.8,9.4,8.7,7.4,5.9,5.4,4.9,4.3,3.8,"$51,398",95.3%
37177,"Tyrrell County, NC",14.8,14.9,13.6,12.9,10.0,9.5,8.4,7.6,6.3,"$36,765",68.2%
37179,"Union County, NC",10.0,9.1,7.9,6.6,5.3,4.8,4.4,4.0,3.4,"$80,428",149.2%
37181,"Vance County, NC",14.1,14.9,13.5,11.5,9.3,8.6,7.2,6.2,5.7,"$40,263",74.7%
37183,"Wake County, NC",8.3,7.9,7.1,6.0,4.9,4.7,4.3,3.9,3.4,"$80,169",148.7%
37185,"Warren County, NC",13.7,14.0,12.4,11.0,8.9,8.3,7.3,6.8,5.9,"$38,430",71.3%
37187,"Washington County, NC",14.3,16.9,15.3,12.5,9.6,8.7,7.4,6.5,5.9,"$36,042",66.8%
37189,"Watauga County, NC",7.8,7.9,7.4,6.4,5.2,4.8,4.5,4.0,3.5,"$48,489",89.9%
37191,"Wayne County, NC",9.2,9.0,8.5,7.8,6.4,6.1,5.8,5.0,4.3,"$41,572",77.1%
37193,"Wilkes County, NC",13.4,11.8,10.4,8.9,6.6,5.7,4.8,4.2,3.7,"$44,080",81.7%
37195,"Wilson County, NC",13.9,13.9,13.0,11.8,9.5,9.5,8.2,7.2,6.1,"$44,015",81.6%
37197,"Yadkin County, NC",11.0,10.3,9.2,7.7,5.7,5.0,4.4,3.9,3.4,"$49,070",91.0%
37199,"Yancey County, NC",11.9,11.3,10.7,9.5,6.8,5.9,5.2,4.5,3.6,"$44,756",83.0%
,,,,,,,,,,,,
"Sources: Bureau of Labor Statistics, Local Area Unemployment Statistics (LAUS) data.

Census Bureau, Small Area Income and Poverty Estimates (SAIPE) Program



",,,,,,,,,,,,
